run_type,run_index,accuracy,time_seconds,total_tokens,cost_usd,num_turns,num_subagents,total_messages,lead_agent_messages,subagent_messages,total_errors,total_tool_calls,total_subagent_calls,websearch_calls,webfetch_calls,read_calls,task_calls,bash_calls,subagent_similarity,subagent_success_avg,subagents_completed,subagents_completed_pct,clustering_mean,clustering_std,num_clusters,correctness,confidence
ww-eval-multiagent,71,0,127.413,4414,0.57727505,6,2,70,8,62,2,33,2,17,14,0,2,0,0.7241902947425842,4.0,0,0.0,0.045454545454545456,0.015151515151515152,2,,
ww-eval-multiagent,72,0,125.698,935,0.3852160500000001,4,1,42,6,36,0,19,1,10,8,0,1,0,1.0,6.0,0,0.0,0.05263157894736842,,1,,
ww-eval-multiagent,73,0,44.597,1155,0.2423037,6,2,38,8,30,0,17,2,7,8,0,2,0,0.37387609481811523,4.75,0,0.0,0.08823529411764705,0.029411764705882353,2,6.0,100.0
ww-eval-multiagent,74,1,78.745,725,0.2157746,4,1,30,6,24,0,13,1,6,6,0,1,0,1.0,9.0,1,1.0,0.07692307692307693,,1,10.0,100.0
ww-eval-multiagent,75,0,117.477,2084,0.5074992,6,2,62,8,54,1,29,2,17,10,0,2,0,0.46108511090278625,4.5,0,0.0,0.05172413793103448,0.017241379310344827,2,3.0,100.0
ww-eval-multiagent,76,0,98.679,2220,0.6444062499999997,6,2,68,8,60,2,32,2,19,11,0,2,0,0.5930500626564026,4.0,0,0.0,0.046875,0.015625,2,5.0,100.0
ww-eval-multiagent,77,0,85.77,1138,0.20155974999999995,4,1,32,6,26,0,14,1,7,6,0,1,0,1.0,5.5,0,0.0,0.07142857142857142,,1,,
ww-eval-multiagent,78,0,161.72,1803,1.0582767999999998,6,2,102,8,94,0,49,2,33,14,0,2,0,0.8803098797798157,4.75,0,0.0,0.030612244897959183,0.01020408163265306,2,,
ww-eval-multiagent,79,0,177.334,775,0.5308969,4,1,70,6,64,1,33,1,19,13,0,1,0,1.0,9.0,1,1.0,0.030303030303030304,,1,2.0,100.0
ww-eval-multiagent,80,0,97.201,1414,0.5206711500000001,6,2,54,8,46,1,25,2,15,8,0,2,0,0.7471797466278076,2.5,0,0.0,0.06,0.02,2,5.0,100.0
ww-eval-multiagent,81,1,105.799,1059,0.3084304,4,1,34,6,28,0,15,1,9,5,0,1,0,1.0,9.0,1,1.0,0.06666666666666667,,1,10.0,100.0
ww-eval-multiagent,82,0,111.293,988,0.5466954,4,1,48,6,42,0,22,1,16,5,0,1,0,1.0,6.0,0,0.0,0.045454545454545456,,1,0.0,100.0
ww-eval-multiagent,83,0,106.585,1623,0.34229075000000003,6,2,42,8,34,1,19,2,8,9,0,2,0,0.8863275051116943,7.25,1,0.5,0.07894736842105263,0.02631578947368421,2,,
ww-eval-multiagent,84,0,71.48,624,0.21931635,4,1,28,6,22,0,12,1,6,5,0,1,0,1.0,5.0,0,0.0,0.08333333333333333,,1,,
ww-eval-multiagent,85,0,202.802,1777,0.7511678000000003,7,2,69,9,60,1,32,2,22,8,0,2,0,0.7045623064041138,4.25,0,0.0,0.265625,0.234375,2,5.0,100.0
ww-eval-multiagent,86,0,176.685,1366,0.8966800499999997,8,3,110,10,100,2,53,3,23,27,0,3,0,0.7055986523628235,3.0,0,0.0,0.03773584905660377,0.01540559586656087,3,,
ww-eval-multiagent,87,0,195.719,5268,1.1414932999999996,8,3,106,10,96,7,51,3,30,18,0,3,0,0.7382717132568359,4.333333333333333,1,0.3333333333333333,0.0392156862745098,0.016009736880935804,3,,
ww-eval-multiagent,88,0,152.079,2213,1.5103904500000005,8,3,140,10,130,7,68,3,45,20,0,3,0,0.7811479568481445,4.333333333333333,1,0.3333333333333333,0.029411764705882356,0.012007302660701855,3,5.0,100.0
ww-eval-multiagent,89,0,139.067,2179,0.6738413999999999,6,2,70,8,62,3,33,2,19,12,0,2,0,0.6911248564720154,2.5,0,0.0,0.045454545454545456,0.015151515151515152,2,5.0,100.0
ww-eval-multiagent,90,1,284.845,1868,1.18834175,8,3,106,10,96,6,51,3,35,13,0,3,0,0.7021110653877258,3.0,0,0.0,0.0392156862745098,0.016009736880935804,3,10.0,100.0
ww-eval-multiagent,91,1,418.922,1538,2.0216515499999996,7,2,153,9,144,8,74,2,57,15,0,2,0,0.8678576946258545,3.75,0,0.0,0.36486486486486486,0.35135135135135137,2,10.0,100.0
ww-eval-multiagent,92,1,55.271,626,0.13596425000000004,4,1,18,6,12,0,7,1,4,2,0,1,0,1.0,9.0,1,1.0,0.14285714285714285,,1,10.0,100.0
ww-eval-multiagent,93,1,103.335,1006,0.1541605,4,1,30,6,24,0,13,1,4,8,0,1,0,1.0,6.0,0,0.0,0.07692307692307693,,1,10.0,100.0
ww-eval-multiagent,94,1,38.049,533,0.101587,4,1,20,6,14,1,8,1,3,4,0,1,0,1.0,8.5,1,1.0,0.125,,1,10.0,100.0
ww-eval-multiagent,95,0,315.152,1909,1.51325015,10,3,116,12,104,1,55,3,44,8,0,3,0,0.6650359034538269,3.3333333333333335,0,0.0,0.28484848484848485,0.23109910260530445,3,0.0,100.0
ww-eval-multiagent,96,1,108.942,790,0.19951795,4,1,34,6,28,1,15,1,6,8,0,1,0,1.0,8.5,1,1.0,0.06666666666666667,,1,10.0,100.0
ww-eval-multiagent,97,0,76.818,1312,0.17782235000000002,4,1,22,6,16,0,9,1,5,3,0,1,0,1.0,9.0,1,1.0,0.1111111111111111,,1,6.0,100.0
ww-eval-multiagent,98,1,40.539,886,0.08164394999999999,4,1,16,6,10,1,6,1,2,2,1,1,0,1.0,9.0,1,1.0,0.16666666666666666,,1,10.0,100.0
ww-eval-multiagent,99,0,200.377,1159,0.34493804999999994,4,1,50,6,44,7,23,1,9,13,0,1,0,1.0,3.0,0,0.0,0.043478260869565216,,1,0.0,100.0
